index,city,country,date,polarity_score
607,Memphis,us,04-07-2020,0.073263663
608,Louisville,us,04-07-2020,-0.020068044
609,Baltimore,us,04-07-2020,0.139975865
610,Milwaukee,us,04-07-2020,0.173369587
611,Albuquerque,us,04-07-2020,-0.092826095
612,Tucson,us,04-07-2020,-0.080458195
613,Fresno,us,04-07-2020,0.156870373
614,Mesa,us,04-07-2020,0.005503579
615,Atlanta,us,04-07-2020,0.012925789
616,Sacramento,us,04-07-2020,0.008572705
617,Kansas City,us,04-07-2020,0.100159067
618,Miami,us,04-07-2020,-0.046860555
619,Colorado Springs,us,04-07-2020,-0.043713352
620,Raleigh,us,04-07-2020,0.08766971
621,Omaha,us,04-07-2020,0.086394963
622,Long Beach,us,04-07-2020,0.120167977
623,Virginia Beach,us,04-07-2020,0.251143977
624,Minneapolis,us,04-07-2020,0.11601195
625,Oakland,us,04-07-2020,0.017868295
626,Tampa,us,04-07-2020,0.038408667
627,Arlington,us,04-07-2020,0.021127382
628,Tulsa,us,04-07-2020,0.063601622
629,Bakersfield,us,04-07-2020,0.158138642
